1,0.01176471,0.004810996,0.00499583304609842,-1
4,0.02352941,0.008476518,0.00827821875540391,1
5,0.01176471,0.004696449,0.00497500163200978,1
7,0.02352941,0.01065292,0.00966523005545553,1
9,0.01176471,0.006071019,0.00538285435110407,1
10,0.01176471,0.003780069,0.00490241799336817,-1
12,0.01176471,0.006872852,0.00576060015008237,-1
13,0.01176471,0.005040091,0.0050450460328667,1
14,0.01176471,0.005498282,0.00517258960181542,-1
15,0.01176471,0.006071019,0.00538285435110407,-1
16,0.01176471,0.004581902,0.00495673044283518,-1
18,0.02352941,0.006414662,0.00732732439363025,1
20,0.01176471,0.03276059,0.0293261032220225,-1
21,0.02352941,0.0069874,0.00754710648464966,1
23,0.01176471,0.001489118,0.00543959483041899,-1
25,0.01176471,0.006414662,0.00553368722494225,-1
26,0.02352941,0.01317297,0.011578836005898,1
27,0.01176471,0.003321879,0.00493001489669149,-1
28,0.01176471,0.0008018328,0.00577085229928946,-1
29,0.01176471,0.01695304,0.0139926918630806,-1
30,0.01176471,0.005269187,0.00510407709632839,-1
31,0.01176471,0.03367697,0.0302299786456008,-1
32,0.01176471,0.001145475,0.00559713105210303,-1
34,0.02857143,0.002303705,0.0120043872797189,1
35,0.02857143,0.00671914,0.0122463074044922,1
37,0.02857143,0.005951238,0.0120892843359266,1
38,0.02857143,0.008446919,0.0127625169415441,1
39,0.01785714,0.00119354,0.00290834799249007,1
42,0.01785714,0.002312484,0.00194221539354547,1
47,0.01785714,0.0008578568,0.0032175562437777,1
50,0.01785714,0.04128902,0.0374608617715661,1
52,0.01785714,0.001007049,0.00307944625246163,1
54,0.01785714,0.001118944,0.00297656503357897,1
56,0.01785714,0.0009697512,0.00311387766130155,1
58,0.01785714,0.003058446,0.00142799188708795,1
59,0.01785714,0.00675096,0.00313843013034558,1
65,0.005649718,0.0041841,0.0110221057209929,1
66,0.01694915,0.002735758,0.00114666006969851,1
67,0.005649718,0.0007241712,0.0114510167451456,1
68,0.01129944,0.002252977,0.00559895696172993,-1
70,0.005649718,0.001126489,0.0113479003043913,-1
72,0.005649718,0.002494368,0.0110996873118041,-1
73,0.005649718,0.00370132,0.0110179161848502,1
78,0.02259887,0.0143225,0.0120384983269194,1
80,0.01129944,0.007965883,0.00676547886430192,1
81,0.005649718,0.01480528,0.015538835237131,-1
82,0.005649718,0.002574831,0.0110901689051073,1
83,0.005649718,0.001931123,0.011182312764551,1
84,0.005649718,0.01770196,0.0177011569931026,1
85,0.005649718,0.02293209,0.0220365804116797,1
86,0.005649718,0.02116189,0.0205225707779514,1
87,0.01694915,0.04133672,0.0374907052115492,1
88,0.01694915,0.001162368,0.00269953108963779,1
91,0.03389831,0.004504177,0.0172441640815438,1
92,0.01694915,0.01445696,0.0106136407412613,1
94,0.01694915,0.001598256,0.00226649505530654,1
96,0.01694915,0.002179441,0.00169139334557163,1
97,0.01694915,0.004068289,0.00035878797987112,1
98,0.01694915,0.02099528,0.0171505274696378,1
99,0.01694915,0.002397385,0.00147695891751802,1
105,0.006060606,0.005059551,0.0106751431804393,-1
107,0.01818182,0.01110415,0.00741355238880397,1
109,0.006060606,0.002776037,0.0106600058413614,-1
111,0.006060606,0.02055163,0.0197871326291531,-1
113,0.006060606,0.004567028,0.0106304713035075,1
114,0.006060606,0.006134145,0.0108498508957705,-1
116,0.01212121,0.004925226,0.00467157442038645,-1
118,0.006060606,0.001253694,0.0109185273425642,-1
120,0.006060606,0.002507388,0.0106903398237651,-1
121,0.006060606,0.001074595,0.0109624477696522,-1
122,0.006060606,0.001567117,0.0108483556492927,-1
123,0.006060606,0.0009850452,0.0109854372259113,-1
124,0.01212121,0.007477389,0.00581724654004796,-1
125,0.006060606,0.004611803,0.0106335975270965,-1
126,0.006060606,0.0008954956,0.0110091070545822,-1
127,0.006060606,0.00197009,0.0107708718903447,-1
128,0.01818182,0.00402973,0.00152611955963516,1
129,0.006060606,0.00205964,0.0107556279105786,-1
130,0.006060606,0.02793946,0.0263235904811873,1
131,0.006060606,0.003626757,0.0106083521508187,1
132,0.006060606,0.0008954956,0.0110091070545822,-1
134,0.01212121,0.003716307,0.00454734075340567,1
135,0.006060606,0.003716307,0.0106068701739995,-1
136,0.006060606,0.00111937,0.0109512095204492,1
137,0.01212121,0.02395451,0.0206148002180802,-1
138,0.006060606,0.01267126,0.0137969113896139,1
139,0.01212121,0.003268559,0.00458212745370532,-1
140,0.006060606,0.005641622,0.0107568107797314,-1
141,0.01212121,0.008104236,0.00622772770232041,-1
142,0.01818182,0.01365631,0.00992555753264576,1
143,0.006060606,0.004298379,0.0106156613200543,-1
147,0.01928375,0.006697887,0.00386991136581498,1
148,0.008264462,0.0005520236,0.00902521408966752,1
149,0.002754821,0.0009016386,0.0142202377528912,-1
150,0.03305785,0.003164935,0.0164053680918514,1
151,0.0137741,0.03548592,0.0317707919483947,-1
152,0.002754821,0.0008740374,0.0142259804215432,-1
153,0.008264462,0.03239459,0.0297583178887918,-1
154,0.005509642,0.0008004343,0.01156552280361,-1
155,0.002754821,0.007884737,0.0144859319591031,-1
156,0.01101928,0.0008372358,0.00639938824425322,-1
158,0.002754821,0.0003312142,0.0143492455512713,-1
159,0.002754821,0.001140849,0.014172622319518,-1
160,0.002754821,0.0004600197,0.0143182301036307,1
161,0.002754821,0.0001380059,0.0143978042027229,-1
162,0.002754821,0.0007912338,0.0142435154538886,-1
164,0.01652892,0.02923885,0.0253921446431557,1
165,0.008264462,0.004314985,0.00841522639624746,-1
166,0.002754821,0.004130977,0.0139147454404745,-1
167,0.008264462,0.001472063,0.00873142601615109,-1
168,0.005509642,0.0281624,0.0267528336653489,-1
169,0.008264462,0.0005980256,0.00900852081483501,1
170,0.002754821,0.004149378,0.013915133031495,-1
172,0.005509642,0.0004692201,0.0116571525056977,-1
173,0.008264462,0.003376544,0.00841537298409815,1
174,0.005509642,0.0004968212,0.0116491845688548,1
175,0.005509642,0.0008004343,0.01156552280361,-1
176,0.005509642,0.01665271,0.016984212054168,-1
178,0.002754821,0.001343257,0.0141353693692979,-1
179,0.002754821,0.0004508193,0.0143204093010167,-1
180,0.002754821,0.001076446,0.0141850607971728,-1
181,0.002754821,0.0003680158,0.014340272778033,-1
